ID; Name; link  
339;METALZOOM ENERGY — A metal mining, auction and delivery platform.;https://www.metalzoom.energy/
340;WIRELINE — Aiming to raise the largest, open-source development fund.;https://www.wireline.io/
341;PINDEX — A direct to consumer market network system.;https://pindex.uci.global/
342;[NSFW] LUST AGENCY — An anonymous, decentralized sex marketplace.;https://lust.agency/
343;TULIP TOKEN — An experiment blurring the lines between art, tech, and psychology.;https://thetulip.auction/#home
344;EXMR — Bringing Monero privacy to the Ethereum network.;https://www.exmr.tech/
345;KICKING OFF: WAR FOR PEACE — Crowdfunding the production of a movie.;https://okolofutbola.io/en
346;FLIPZ — A decentralized eCommerce platform.;https://ico.flipz.io/
347;THE MEMESSENGER — Messenger that uses memes instead of words.;https://themem.io/
348;CLICKAUTO — A platform for transparent car history & records.;http://clickauto.info/?lang=en
349;EOS — The most powerful infrastructure for decentralized apps.;https://eos.io/
350;BLIND CROUPIER — B2B solution for launching a blockchain casino.;https://blindcroupier.io/
351;ALPHATHEREUM — An Ethereum mining farm seeking investments.;https://www.alphathereum.com/
352;TRAVELCOIN FOUNDATION — Aiming to revolutionize the travel industry.;https://www.travelcoin.org/
353;BIG FOUNDATION — A blockchain platform for implementing a basic income guarantee.;http://big.foundation/
354;[FEATURED] RIPIO — A global peer-to-peer credit network based on co-signed smart contracts.;https://ripiocredit.network/
355;[FEATURED] DUBER — Transforming the legalized cannabis industry.;https://dubercoin.com/
356;[FEATURED] CAPPASITY — Decentralized AR/VR ecosystem for 3D content exchange powered by ARToken.;https://artoken.io/
357;[FEATURED] MYWISH — Decentralized crypto funds management under various life circumstances.;https://mywish.io/
358;[FEATURED] WISH FINANCE — A robust cryptocurrency payment and lending platform.;https://wishfinance.com/?utm_source=icotrackers&utm_medium=link&utm_campaign=icoalert
359;[FEATURED] SPECTRE — A broker-less financial trading platform.;http://www.spectre.ai/
360;[FEATURED] THE DIVI PROJECT — New solution to crypto's biggest challenge: mass adoption.;https://www.diviproject.org/
361;[FEATURED] GLOBAL JOBCOIN — A successful Swiss company with more than 5,000 clients worldwide.;https://www.globaljobcoin.com/
362;[FEATURED] DATUM — A marketplace for the safe exchange of data.;https://datum.network/
363;[FEATURED] BONPAY — Blockchain powered crypto wallet and debit card service.;https://tokensale.bonpay.com/
364;[FEATURED] WAX — A decentralized platform for operating fully functioning virtual asset marketplaces.;http://t.waxtoken.com/icoalert
365;[FEATURED] GLADIUS — Decentralized DDoS protection platform and Content Delivery Network (CDN).;https://gladius.io/
366;[FEATURED] UTRUST — A crypto payment platform with buyer protection.;https://utrust.io/
367;[FEATURED] SMARTLANDS — Platform for agriculture which will be the first ICO on Stellar.;https://smartlands.io/
368;[FEATURED] DMARKET — Decentralized marketplace to turn virtual items into real commodities.;https://dmarket.io/?utm_source=icoalert&utm_medium=list&utm_campaign=crypto_lt0210
369;[FEATURED] SHARPE CAPITAL (PRE-SALE) — Earn Ether rewards for your opinion about the stock market.;https://sharpe.capital/
370;[FEATURED] INDAHASH — An influencer marketing platform connecting influencers with brands.;https://indahash.com/ico
371;[FEATURED] COMMERCEBLOCK — A public blockchain infrastructure company.;https://www.commerceblock.com/
372;[FEATURED] JURY.ONLINE — A decentralized platform for dispute resolution.;https://jury.online/
373;[FEATURED] AUCTUS PROJECT — Smart contract powered pension funds.;https://auctus.org/
374;[FEATURED] SIMPLE TOKEN — The bridge between crypto and mainstream consumer apps.;https://simpletoken.org/
375;[FEATURED] DIMENSIONS NETWORK — A hybrid trading platform with 15% rewards to token holders.;https://dimensions.network/en/
376;[FEATURED] DREAM TEAM — An eSports and gaming recruitment and management platform.;https://token.dreamteam.gg/?utm_source=icoalert&utm_medium=list&utm_campaign=crypto_lt0210
377;[FEATURED] SPECTIV — A decentralized virtual reality streaming platform.;https://www.spectivvr.com/
378;VACUUM — A next generation, decentralized gaming platform.;https://vacc.io/
379;DECKSWAP — Platform for buying and selling card deck guides.;https://deckswap.com/
380;CYBERMILES — Empowering the decentralization of online marketplaces.;https://cm.5miles.com/
381;MARK.SPACE — The self-described, "Next Generation Internet".;http://markspace.io/
382;DEBIT COIN — A blockchain based messenger with a variety of financial features.;https://www.debitcoin.io/
383;[NSFW] SPANKCHAIN — A blockchain based payment processing and live video streaming platform.;http://spankchain.com/
384;FLIXXO — A community based video distribution platform.;http://www.flixxo.com/
385;MONEYTREE — A new social world being built on the Ethereum blockchain.;https://www.moneytree.social/
386;NUGGETS — Transform the way you buy, login and verify your identity online.;https://nuggets.tokenhub.com/
387;PUBLICA — A decentralized publishing platform.;https://publica.io/
388;ICOICO — An automated platform for launching ICOs.;https://launch.icoico.io/
389;SINERGIA BLOCKCHAIN — A technological institute for research and development.;https://sinergiablockchain.org/ICOPROJECT/ICO.html#home
390;STOCKBLOCK — Empowering photographers and media artists using blockchain technology.;http://stockblock.io/
391;ZEUS — Aiming to help solve the garbage utilization problem.;http://zeus-token.io/eng/
392;BOULE — Remote voting technology built on Ethereum.;http://www.boule.one/
393;VAULTBANK — A global investment firm building a blockchain bank.;https://vaultbank.io/
394;CREDITS — A new generation of blockchain aimed at the financial industry.;https://credits.com/
395;ASSPACE TOKEN — A private, decentralized social network with 18+ adult content.;https://asspacetoken.com/
396;MERCURY PROTOCOL — A protocol for communication platforms built on Ethereum.;https://www.mercuryprotocol.com/
397;CASH POKER PRO — Modern poker room built on the blockchain.;http://cashpokerpro.io/eng/
398;KRIPT — A decentralized mobile app to invest in crypto assets.;http://kript.io/
399;SILENT NOTARY — A blockchain based notary platform.;https://silentnotary.com/
400;GREENEUM — A decentralized and sustainable energy market.;https://greeneum.net/
401;BANK4YOU GROUP — A blockchain based mobile money remittance system.;https://bank4you.io/
402;CLOUT — A blockchain-based crypto social media platform.;http://clout.io/
403;SPEED MINING SERVICE — A cryptocurrency mining operation in Asia.;https://smscoin.jp/?q=en
404;FOLLOW COIN — A platform for following and copying the trades of other investors.;https://followcoin.io/
405;GATCOIN — The most comprehensive shopping platform on the blockchain.;https://www.gatcoin.io/
406;PEERGUESS — A free cryptocurrency price ticker aiming to predict price trends.;https://peerguess.com/
407;UNIVERSA — A new blockchain aiming to be faster, smarter, and fully customizable.;https://universa.io/
408;BITCOMO — A blockchain based lead generation ad network.;https://ico.bitcomo.com/
409;MOIRAI — A decentralized, blockchain based prediction market.;https://ico.moirai.io/
410;STOCKBET — A platform for betting on stocks via games.;https://stockbet.com/
411;IUNGO — A global, blockchain based wireless internet provider.;https://iungo.network/
412;WEPOWER — Platform to buy, trade or invest in tokenized green energy.;https://wepower.network/
413;GRID+ — Distributed electricity provider and market built on Ethereum.;https://gridplus.io/
414;COPPAY — A multi-cryptocurrency payment platform.;https://www.coppay.io/
415;ARBI — An escrow service for ICOs.;http://arbi.expert/en/
416;EXSULCOIN — Using blockchain technology to help refugees.;https://www.exsulcoin.com/
417;COINDRIVE — Shared eWallet to store, trade and invest virtual assets.;https://coindrive.xyz/
418;CARBLOX — A decentralized vehicle registry that utilizes blockchain technology, cryptography and IoT.;https://carblox.io/
419;GLOBAL CRYPTO BANK — A bank for cryptocurrencies that shares profits with members.;http://globalbank.io/
420;ANTI BUREAUCRACY COIN — A blockchain platform for building apps on multiple blockchains.;https://originalmy.com/ico
421;LIVE EDU — Decentralized live and video online learning platform.;https://tokensale.liveedu.tv/
422;REANIMATOR — Raising funding for the production of a science fiction film.;http://www.reanimator.io/
423;BEEQB — An all-in-one ecosystem for business.;http://www.beeqb.com/ico/
424;HAGGLIN — A peer-to-peer marketplace and logistics platform.;https://hagglin.com/
425;GUTS — A protocol for a truly transparent ticketing market.;https://guts.tickets/ico
426;CRYPTERIUM — Aiming to be the leading cryptobank.;http://crypterium.io/
427;ZEMPA — A P2P pool for cryptocurrency exchange.;http://zempa.io/
428;AUTHENTIC ID — An automated real world identity and trust verification platform.;http://tokens.authenticid.co/
429;SNOVIO — A decentralized lead sourcing platform that rewards users.;https://ico.snov.io/
430;HACKEN — Dedicated cryptocurrency white hat hackers.;https://hacken.io/
431;HEALTH NEXUS — A blockchain based healthcare platform.;https://tokensale.simplyvitalhealth.com/
432;1ST EXCHANGE AGGREGATOR (STEX) — The first smart platform exchange.;https://stex.exchange/
433;BRICKBLOCK — Tokens backed by real world assets such as stocks.;http://brickblock.io/
434;ABJCOIN — A decentralized currency solution for Nigeria.;https://abjcoin.org/
435;XPROJECT — Blockchain based IoT device authentication.;http://xproject.io/
436;PLAYKEY — A decentralized cloud gaming network.;https://playkey.io/
437;JAVVY — Aiming to replace all traditional crypto exchanges and wallets.;https://javvy.com/javvy-exchange-ico-initial-coin-offering.html
438;MIDNIGHT GREENWICH TRADING — Aiming to build a smart crypto trading community.;http://12coin.biz/12/
439;SCRIPTDROP’S ADHERENCE TOKEN — Aiming to improve healthcare.;https://www.scriptdrop.io/
440;XRED — A cryptocurrency fund for real estate development.;https://xred.co/
441;GRACE — An Ethereum-based donation platform.;https://www.gracetoken.org/
442;WINDING TREE — Decentralizing the oligopolistic travel industry.;https://windingtree.com/
443;DARFCHAIN — An ERP for crowdsourced auditing and control of ICO projects.;http://darfchain.com/
444;SORBASE — An optimized cryptocurrency order execution system.;http://sorbase.com/
445;CROWDHOLDING — A new platform that connects entrepreneurs with supporters.;https://ico.crowdholding.com/
446;ALGO LAND — The autonomous algorithmic trading blockchain pool.;https://www.algo.land/
447;THE PRAETORIAN GROUP — A sound money cryptocurrency ecosystem backed by NY Real Estate.;http://www.praetoriangroup.io/
448;VENTUREON — A token, created by Hypercube Ventures for financing startups.;https://ventureon.hypercube.fund/
449;ACADEMY COIN — A new blockchain for online education payments.;https://academycoin.io/
450;ELPIS INVESTMENTS — An artificial intelligence (AI) crypto-assets investment fund.;https://elpisinvestments.com/
451;LEGALCOIN — A self-described, "Legal Cryptocurrency".;http://legalcoin.co/
452;ROCKCHAIN — Distributed data intelligence infrastructure.;http://rockchain.org/
453;WYS TOKEN — Blockchain-powered mobile shopping.;https://www.wystoken.org/
454;PAYFAIR — Decentralized escrow platform built on Ethereum.;https://payfair.io/
455;BIOCOIN — An international blockchain-based loyalty platform and an eco-cryptocurrency.;https://biocoin.bio/en
456;DRONE SHOW COIN — Financing the creation of the world's first entertainment drone.;https://dronedanceshow.com/
457;INCLUSIVITY — An inclusive business blockchain platform.;http://inclusivity.network/
458;PEERITY — A social connection and activity platform.;https://www.peerity.io/
459;BLOCKCHAIN PROGRAMMATIC CORPORATION — A blockchain-based programmatic advertising platform.;https://bpcplatform.com/
460;PROOF — Decentralized certainty for investments & anonymous participant accountability.;http://www.proofsuite.com/ico/
461;ROCKET ICO — A decentralized accelerator for startups.;https://rocketico.io/en/
462;ESPORTS.COM — Aiming to be the largest eSports portal in the world.;http://esports.com/
463;SECURITY PLUS CLOUD — A comprehensive cyber security services provider.;https://www.securitypluscloud.com.au/
464;HASHTIV — A social media platform that allows you to control your content.;http://hashtiv.io/
465;DISTRICTS — A 3D virtual reality platform with its own blockchain.;https://www.districts.io/
466;TOKENS.PROPERTY — A cryptocurrency backed by real estate.;https://www.tokens.property/
467;TRIVE.NEWS — A platform for discovering the truth and blocking fake news.;https://trive.news/
468;BITSYNC — Building a secure and sophisticated blockchain based cryptocurrency exchange.;http://www.bitsync.io/
469;BREM — A platform for real estate transactions.;https://bremtoken.io/
470;CYS MINING — A Bitcoin mining company seeking funding.;http://www.cysmining.com/
471;EXTREME SPORTSBOOK — A trustless and anonymous sportsbook with masternodes.;https://www.xsports.io/
472;FURTHER NETWORK — A blockchain based travel management platform.;https://further.network/
473;CONFIDEAL — A smart contract management service.;https://confideal.io/
474;PAYCENT — Bridging the gap between fiat and cryptocurrency.;https://paycent.com/
475;MINDSPORTS — A decentralized social gaming platform for intellectual sports.;https://www.mindsports.io/
476;ARRM — Gesture recognition technology for Virtual Reality / Augmented Reality (VR / AR).;https://arrm.io/
477;NEBEUS — Aiming to reinvent the banking ecosystem.;http://i.nebeus.com/ico/en/
478;VEZT — A platform for fractional song monetization.;https://www.vezt.co/
479;ROBOT TRADING — An automated cryptocurrency trading system.;https://www.robottrading.online/
480;CONNECTIUS — A blockchain SaaS solution for e-commerce.;https://www.connectius.com/
481;QASH — Aiming to provide liquidity to the crypto economy.;https://liquid.plus/
482;APPCOINS — The self-described, "Protocol for the App Economy".;https://appcoins.io/
483;INSPEER — A peer-to-peer lending service that works with cryptocurrency and fiat.;https://inspeer.io/
484;CASHAA — Powering financial products for the banked and unbanked.;https://cashaa.com/
485;FIDENTIAX — A platform for selling insurance plicies.;https://www.fidentiax.com/
486;MCAFEE COIN — A cryptocurrency investment fund.;https://www.mcafeecoin.com/
487;TOKEN SECURITY SCHEME — Making blockchain safer for everyday use.;https://www.tsstoken.com/
488;SOFIN — International fiat platform for P2P loans based on blockchain tech.;https://sofin.io/?lang=en-US
489;OPEN SOURCE UNIVERSITY — An education acquisition, verification, and validation platform.;https://os.university/
490;REORDER — Cryptocurrency payment infrastructure for retail stores.;http://ico.reorder.world/
491;WABI — "Mine WaBi, help solve the global counterfeit problem.";https://www.wacoin.io/
492;NITRO — A video game economy token (NOX).;http://www.nitro.live/
493;LEVERJ — A decentralized, leveraged cryptocurrency exchange.;https://www.leverj.io/
494;SPIN — A blockchain platform for preventing data leaks and loss.;https://ico.spinbackup.com/
495;GEENS — A platform for securely saving and sharing private information.;https://tokensale.geens.com/
496;CYBERTRUST — Asset-backed securitization for investing in cryptocurrencies.;https://cybertrust.io/
497;LORDMANCER 2 — Mine cryptocurrency in a mobile MMORPG.;http://lordmancer2.io/
498;SENSE — Smart contracts that reward intelligence.;http://t.sensetoken.com/icoalert
499;MDK — An entertainment community for the next generation.;https://mdk.is/
500;BYTE BET — A peer-to-peer, community driven betting platform on Ethereum.;https://byte.bet/
501;FINTRUX — A decentralized platform for loans, mortgages and leases.;https://www.fintrux.com/
502;TOKENZA — A tokenized crowdfunding and freelancing platform.;https://www.tokenza.com/
503;PODONE — A decentralized contact center network for businesses.;https://podone.io/
504;FANS UNITE — A sports betting platform built on Ethereum.;https://fansunite.io/
505;JBOXCOIN — A blockchain based, decentralized video streaming platform.;https://jboxcoin.org/
506;BITCLAVE — Blockchain based, decentralized search engine.;https://www.bitclave.com/
507;DAO PLAYMARKET 2.0 — A platform for distributing mobile applications.;https://ico.playmarket.io/
508;REMECHAIN — Buyer-Suppliers Ecosystem for the global turnover of secondary raw materials.;https://remechain.io/
509;FIINU — Aiming to create a blockchain-friendly British bank.;https://fiinu.com/
510;STAYAWHILE — A real estate ecosystem for furnished apartment rentals.;https://token.stayawhile.com/
511;VENTURED NETWORK — A network layer of smart contracts on Ethereum.;https://ventured.one/
512;MONAIZE — Banking meets blockchain technology.;https://monaize.com/#/uk/ico
513;STUBBA — A truly "commission-free" event ticketing platform.;https://ico.stubba.com/
514;EARTH DOLLAR — A sovereign, smart asset-backed, eco-friendly cryptocurrency.;http://www.earthdollar.org/
515;BEESOCIALS — An events platform leveraging blockchain technology.;http://ico.beesocials.com/
516;CRYPTOCOPY — A cryptocurrency platform for copying the trades of others.;https://www.cryptocopy.me/
517;MAINASSET — A global economic strategy game that allows you to earn cryptocurrency.;http://mainasset.org/
518;NAPOLEONX — Decentralized quantitative hedge funds.;http://napoleonx.ai/
519;LOYAKK VEGA — A decentralized enterprise relationship platform.;http://www.loyakk.io/
520;REFEREUM — A cryptocurrency that transforms video game marketing and engagement.;https://refereum.com/
521;PROTEX — A decentralized platform for the secure exchange of data.;http://www.protexproject.io/
522;HASHCHAIN TECHNOLOGY — A blockchain tech company that focuses on mining, investing, software and research.;http://www.hashchain.ca/
523;ESL COIN — A tutoring platform to learn English as a second language.;http://eslcoin.org/ci/
524;TOPIACOIN — Building a secure, decentralized file sharing infrastructure.;https://topiacoin.io/
525;AMMBR — Tokenizing internet connectivity with a wireless mesh network.;http://www.ammbr.com/
526;SPORTYFI — Decentralized sports investment & funding ecosystem.;https://sportyfi.io/
527;ROOTPROJECT — An effectively tax-subsidized cryptocurrency.;https://www.rootproject.co/
528;TRIPPKI — A blockchain based hotel booking and rewards platform.;https://trippki.com/
529;TOKENBOX — An ecosystem for cryptocurrency investors, traders, and funds.;https://tokenbox.io/
530;GONETWORK — A decentralized virtual goods commerce platform.;https://gonetwork.co/
531;CRYPTONETIX — Blockchain funding, portfolio, resources and analytics platform.;http://www.cryptonetix.com/#/
532;RHOVIT — A blockchain based ecosystem for monetizing digital content.;http://rhovit.info/
533;AIGANG — Blockchain protocol for digital insurance.;https://aigang.network/
534;APHELION — A decentralized P2P trading platform.;https://apheliontoken.com/
535;TBIS — An infrastructure company with a CaaS and IaaS model.;https://tbis.io/
536;TELEX AI — A cryptocurrency wallet and exchange chatbot built into Telegram.;http://telexai.org/
537;FREEDOM STREAMING — A safe, secure, and anonymous live streaming platform.;https://freedomstreaming.io/
538;GLOBETROTTER ECOSYSTEM — A truly stable cryptocurrency.;https://www.globetrottercoin.com/
539;REMME — Distributed authentication for businesses, users and devices.;https://tokensale.remme.io/
540;SYNCFAB — Supply chain management tool to procure, track & organize your local parts production.;https://blockchain.syncfab.com/
541;RAFL — Online raffles utilizing Ethereum smart contracts.;http://www.rafl.network/
542;CRYPTO ALIAS — An alias system for complex blockchain addresses.;https://www.cryptoalias.io/
543;MILKCOIN — Investment in an agricultural production facility.;https://milkcoin.io/en/
544;BETSTREAK — A licensed blockchain casino.;https://ico.betstreak.io/
545;HOLDME — A service created to bridge the communication gap between customers and companies.;https://ico.holdme.io/
546;CASAGRAM — Building a new, private social network.;http://www.casagram.net/
547;CHARG COIN — A blockchain-based electric vehicle charging network.;https://www.charg.io/
548;BAZISTA — An easy and reliable way to exchange goods and services for digital assets.;http://bazista.io/
549;SOCIALMEDIA.MARKET — A blockchain based influencer marketing platform.;https://socialmedia.market/
550;GENARO SUPPORT PROGRAM — A public chain + decentralized storage network for blockchain apps.;https://genaro.network/en/
551;HOLYCOIN — A cryptocurrency dedicated to humanitarian actions built on Amazon.;https://theholycoin.com/
552;ALLOYCOIN — A cryptocurrency with a price floor.;https://alloycoin.com/
553;ACT — A decentralized autonomous organization that supports social justice.;https://www.daoact.org/
554;DEMETER — Aiming to reinvent agriculture using blockchain technology.;https://demeter.life/
555;SQUAREX — An ecosystem for smart contract based real estate development.;http://squarex.io/
556;SCORUM — A blockchain based sports media platform.;https://scorumcoins.com/
557;BIRDCHAIN — A blockchain based A2P SMS aggregator.;https://www.birdchain.io/
558;FUNDREQUEST — Decentralized platform for rewarding open source contributions.;https://fundrequest.io/
559;MAXITUBE — A robotic transportation system for delivering groceries.;http://maxitube.io/en/
560;BMCOIN — An application for storing and transmitting value.;https://bmcoin.io/events/en/
561;PROPS — A decentralized ecosystem of video applications.;https://propsproject.com/
562;SISA — A decentralized, democratized and revolutionary pool fund.;https://sisa.fund/
563;NOUSPLATFORM — A global platform for investors and decentralized investment funds.;https://nousplatform.com/ico
564;RENTBERRY — A decentralized home rental platform.;https://ico.rentberry.com/
565;INJII ACCESS COIN — A platform for connecting creators with charities.;https://coin.injii.com/
566;IBFS.WORLD — Building an online corporate services exchange.;http://ico.ibfs.world/en/
567;CROWDWIZ — A platform for utilizing the wisdom of the crowd.;https://crowdwiz.io/
568;PROPTHEREUM — Asset backed property on the Ethereum blockchain.;http://www.propthereum.io/
569;DATATRADING — A trading community with artificial intelligence trading forecasting.;http://data-trading.com/
570;SWISSBORG — A project with the objective to create a community owned Swiss CyberBank.;https://swissborg.com/en/
571;DROPDECK — A decentralized platform optimized for financing startups & SMEs.;https://dropdeck.io/
572;DOPAMEME — A decentralized platform that rewards users for creating memes.;https://www.dopameme.io/
573;FUNDARIA — A service to turn ideas into businesses and support them.;https://fundaria.com/
574;MAVIN — A reward-based influencer marketing system built on blockchain tech.;https://mavin.network/
575;INSIGHTS NETWORK — A decentralized market research platform.;https://www.insights.network/
576;BITNATION — Pangea Arbitration Token powers the Pangea Jurisdiction.;https://tse.bitnation.co/
577;RAC — A Robo Advisor offering daily forecasts and stats on crypto currencies and tokens.;https://roboadvisorcoin.com/
578;ETHLEND — Democratizing lending with the Ethereum network.;https://about.ethlend.io/
579;ANKORUS — A global exchange for trading securities.;https://www.ankorus.org/
580;UNOLABO — Decentralized, global skill market built on Ethereum.;http://ico.unolabo.io/
581;FREED — A monetization platform for online video games.;https://freedcoin.io/
582;INS ECOSYSTEM — Decentralized ecosystem directly connecting grocery manufacturers and consumers.;https://ins.world/
583;ALGO TOKEN — A hedge fund token for stock market investments.;https://www.algotoken.com/
584;SPICE VENTURE CAPITAL — A liquid Venture Capital (VC) investment fund.;https://www.spicevc.com/
585;GAZE COIN — A unit of exchange between users, advertisers & content makers.;https://www.gazecoin.io/
586;MODULTRADE — Democratizing global trade with blockchain technology.;https://www.modultrade.io/
587;CAVIAR — Dual purpose crypto and real estate investment fund and crowdfunding platform.;https://www.caviar.io/
588;HAMSTER MARKETPLACE — A decentralized trading platform run by manufacturers.;https://hmstr.io/
589;SMARTMESH — A mesh network to provide connectivity and financial services to everyone.;https://smartmesh.io/
590;RAZOOM — A platform that lets anyone create a smart contract quickly and easily.;https://razoom.org/en/main/
591;DEBITUM NETWORK — A platform for accessible business lending / borrowing.;https://debitum.network/
592;ROSECOIN — A decentralized, real time dating platform.;https://rosecoin.io/
593;BOUNTY0X — A bounty platform with a staking-based review system for submissions.;http://bounty0x.io/
594;TRUEDONATE — A decentralized platform for fundraising.;https://truedonate.io/
595;BCDIPLOMA — A platform for certified data issuance like diplomas, professional certifications, etc.;https://www.bcdiploma.com/ico-token-sale.html
596;MYTIME — A decentralized platform that allows users to monetize their time.;http://mytc.io/
597;ORADA — A building portal for buyers and sellers in Sochi.;https://www.orada-ico.com/
598;B-UMBRELLA — A blockchain based security service.;https://bumbrella.org/
599;POLYMERIUM — Building a plant for the production of motor oils.;https://plmico.com/
600;BITDEGREE — A blockchain-powered online education platform.;https://www.bitdegree.org/
601;ENJOY LIFE — A cryptocurrency payment and rewards platform.;http://ico.enjoy-life.world/en
602;ORACLES NETWORK — An Ethereum-based public network with Proof of Authority consensus.;https://oracles.org/
603;ODMCOIN — Blockchain option for the oil and gas sector.;https://odmcoin.com/
604;LIVETREE ADEPT — A community-powered, ﬁlm, TV and content network.;https://secure.livetree.com/
605;WALA — A mobile financial platform built on social finance.;https://getwala.com/#community
606;BITRENT — A blockchain platform for commercial and residential property investments.;https://bitrent.io/
607;WELL — A decentralized, global marketplace for high-quality healthcare.;https://joinwell.io/
608;BDCC — An international, big data cryptocurrency exchange.;http://www.bdcc.tech/en/
609;CROWDSTART CAPITAL — A blockchain technology accelerator for blockchain-related projects.;http://crowdstart.capital/
610;MYFOODCOIN — A global network of connected POS systems which accepts cryptocurrency.;http://www.hungrytext.com/
611;KICKCITY — Decentralized reward-based event platform.;http://ico.kickcity.io/
612;VVTOKENS — Making electronic financial services more accessible and affordable.;http://vvtokens.com/
613;ARTEX GLOBAL — A platform for recording the provenance of works of art.;https://artex.global/
614;LIBRIUM — A decentralized, transparent digital labor platform.;https://librium.io/
615;AIDA MARKET — AN Automated sales service with a decentralized database.;http://ico.aida.market/
616;LOYALCOIN — A blockchain based loyalty and rewards platform.;https://loyalcoin.io/
617;LENDOIT — A decentralized peer-to-peer lending platform.;https://lendoit.com/
618;CRYPTICS — P2P crypto analytics based on artificial intelligence.;http://cryptics.tech/
619;TOTUM — A decentralized gaming blockchain which will allow players to earn money playing video games.;https://totum.in/
620;KDBOX / KDX — African virtual bank and cryptocurrency built on Ethereum.;http://ico.kodpay.com/
621;MOON FUNDING — A transparent platform for entrepreneurs to launch businesses.;https://moonfunding.com/
622;LUCID EXCHANGE — Powering the derivatives market with blockchain technology.;http://lucidexchange.io/
623;DOGEZER — A platform for launching and funding startups.;https://dogezer.com/
624;RATE DATE — A dating site with online video date auctions.;https://ico.ratedate.net/
625;ESTATEX — A decentralized platform to buy, sell and rent property.;https://estatex.net/
626;RIGHTMESH — A distributed network that incentivizes people to share mobile device resources.;https://www.rightmesh.io/
627;MAGNUMLINK — A blockchain platform for buying and trading precious metals and gems.;https://www.magnumlink.com/
628;GAMING STARS — A decentralized gaming platform built on Ethereum.;https://gaming-stars.net/
629;MICAI — A financial platform that lets you be your own bank.;https://micaiapp.com/
630;ZIPPER GLOBAL — An investment platform for funding startups.;https://zipperglobal.com/
631;EXIMCHAIN — Bringing visibility to the global supply chain.;https://www.eximchain.com/
632;MAVO — A blockchain based video entertainment platform.;https://www.mavotoken.com/
633;PRESSCO — A blockchain based platform for Series A investments.;https://www.pressco.io/
634;SELFKEY — Self-sovereign identity to instantly and securely access global financial services.;https://selfkey.org/
635;BLUZELLE — A decentralized database service for dApps.;https://bluzelle.com/
636;DIGIINDIACOIN — A hybrid, peer-to-peer cryptocurrency.;https://digiindiacoin.com/#about
637;BREAD — A decentralized banking platform.;https://token.breadapp.com/
638;BANKEX — Enabling decentralized capital markets through a Proof-of-Asset protocol.;https://bankex.com/en/
639;LAMDEN — A robust ecosystem of blockchain development tools.;https://lamden.io/
640;BRISK PASS — A global transportation access pass with integrated crypto wallet.;https://www.briskpass.com/
641;CRYX — Cryptocurrency market indexes and data solutions.;http://cryx.io/
642;UPTICK — A trading platform. More details will be released soon.;https://token.getuptick.com/
643;CHASYR — A ride sharing app that will start with services in California.;https://www.chasyr.com/tokensale
644;DEALHUB NETWORK — A sharing economy where everything you rent becomes a miner.;https://dealhub.network/
645;GLOBAL PUBLIC OFFERING FUND — Taking companies public globally.;http://gpo.fund/
646;POTENTIAM — A blockchain-based, value rewarding music ecosystem.;https://www.potentiam.io/
647;QUANTUM GOLD — A cryptocurrency backed by the gold and mining industry.;http://qtumgold.com/
648;CANYA — Cryptocurrency-based autonomous services marketplace.;https://canya.io/
649;GILGAMESH PLATFORM — Knowledge-sharing social network platform built on Ethereum.;https://www.gilgameshplatform.com/
650;SWIPECRYPTO — A blockchain protocol for mobile lockscreen advertising.;https://www.swipecrypto.com/
651;SIKKA — A fixed value cryptocurrency / stable coin.;http://sikka.io/
652;ORIGIN TRAIL — Decentralized platform for seamless data sharing in supply chains.;http://origin-trail.com/token-sale/
653;GENESIS WORLD — Building a global IT ecosystem.;http://ico.genesis.world/
654;TINGO COIN — Africa's first agricultural VAS-backed blockchain option.;http://tingocoin.com/
655;VIRTU — A next generation video consumption and monetization platform.;https://virtu.media/
656;QCHAIN — Marketing and advertising on blockchain technology.;https://qchain.co/
657;APOLLO DAE — A new digital asset exchange.;https://apollodae.io/
658;BITLEAF — A cryptocurrency that connects content creators and their fans.;http://www.leafai.co/
659;BODHI — A decentralized prediction market focusing on the Chinese market.;http://www.bodhi.network/
660;MINERVA — Smart money on the Ethereum blockchain.;https://minerva.com/
661;UNITY COIN — A new digital currency for the wedding industry.;https://www.unitycoin.onewed.com/
662;CHAIN EFFECT — A blockchain based venture production ecosystem.;https://www.chaineffect.net/
663;LOOPRING — A decentralized exchange and open protocol.;https://loopring.org/en/index.html
664;LLTOKEN — Blockchain-based Content Delivery Network (CDN).;https://www.lltoken.com/
665;AASANI — Cloud communication system for business phones.;http://www.aasani.net/
666;BETTINGWIN — Global betting platform built on Tezos.;https://www.bettingwin.online/
667;JUSTMAKE — A decentralized ecosystem for people and businesses.;https://www.justmake.org/
668;SILBERPFEIL — The official energy drink of Mercedes-AMG Motorsport.;https://silberpfeil.io/
669;THE ROUGE PROJECT — A digital marketing coupon ecosystem.;https://rouge.network/
670;SQTOKEN — A tokenized real estate crowdfunding platform.;http://sqtoken.io/en/
671;SOCIALX — A decentralized social network.;https://socialx.network/
672;RADIX — A next generation distributed ledger.;https://radix.global/
673;BLOCKSTACK — A new internet for decentralized apps.;https://blockstack.org/
674;POLKADOT — Enabling trust-free inter-chain transacting.;https://polkadot.network/
675;LOCOLO — A decentralized app for sharing and renting things.;http://locolo.me/
